Rank,Dutch,Frequency,Context Sentence (Dutch),Word Type,English Translation,Defintion,Grading
1080,afmaken,N/A,Je moet wel je huiswerk afmaken.,Verb,finish / kill,Tot een einde brengen,3
1081,dol,N/A,Zij is helemaal dol op katten.,Adjective,fond / crazy,Erg enthousiast over iets,2
1082,terecht,N/A,Jouw klacht is volkomen terecht.,Adjective / Adverb,justified / rightfully,Rechtvaardig of op de juiste plek,3
1083,oren,N/A,Ik heb koude oren in de winter.,Noun,ears,Lichaamsdelen om mee te horen,2
1084,machine,N/A,De oude machine maakt veel lawaai.,Noun,machine,Apparaat dat werk doet,3
1085,verpest,N/A,De regen heeft ons feestje verpest.,Verb / Adjective,ruined,Kapotgemaakt of bedorven,3
1086,verlaat,N/A,De trein verlaat het station nu.,Verb,leaves,Gaat weg van,3
1087,klootzakken,N/A,Die mannen zijn echt klootzakken.,Noun,assholes,Vervelende mannen (grof),4
1088,top,N/A,We bereikten de top van de berg.,Noun / Adjective,top / great,Het hoogste punt of heel goed,2
1089,gemakkelijk,N/A,Dat is een heel gemakkelijk examen.,Adjective / Adverb,easy / easily,Niet moeilijk,4
1090,gearresteerd,N/A,De dader is gisteren gearresteerd.,Verb,arrested,Opgepakt door de politie,4
1091,doos,N/A,Wat zit er in die grote doos?,Noun,box,Voorwerp om spullen in op te bergen,2
1092,geschoten,N/A,Er werd in de verte geschoten.,Verb,shot,Kogels afgevuurd,3
1093,gegeten,N/A,We hebben heerlijk gegeten vanavond.,Verb,eaten,Voedsel tot zich genomen,3
1094,betaalt,N/A,Hij betaalt de rekening voor ons.,Verb,pays,Geeft geld voor iets,3
1095,rare,N/A,Ik hoorde een hele rare opmerking.,Adjective,weird / strange,Vreemde of gekke,2
1096,big,N/A,Op de boerderij zagen we een big.,Noun,piglet,Jong van een varken,2
1097,ochtend,N/A,Ik drink koffie in de vroege ochtend.,Noun,morning,Eerste deel van de dag,3
1098,ruikt,N/A,Het eten in de pan ruikt heerlijk.,Verb,smells,Neemt geur waar of verspreidt geur,3
1099,huid,N/A,Ik heb een hele gevoelige huid.,Noun,skin,Buitenste laag van je lichaam,2
1100,trut,N/A,Doe niet zo flauw trut.,Noun,bitch (insult),Vervelende vrouw (scheldwoord),2
1101,verhalen,N/A,Oma vertelde ons vroeger mooie verhalen.,Noun,stories,Vertellingen over gebeurtenissen,3
1102,verraden,N/A,Je mag mijn grote geheim niet verraden.,Verb,betray,Ontrouw zijn of een geheim vertellen,3
1103,tonen,N/A,Zij wilde geen enkele emotie tonen.,Verb,show,Laten zien,3
1104,virus,N/A,Mijn computer heeft een schadelijk virus.,Noun,virus,Ziekteverwekker of schadelijke code,3
1105,bedoeling,N/A,Dat was helemaal niet mijn bedoeling.,Noun,intention,Wat je wilt bereiken,3
1106,hopen,N/A,We hopen op heel mooi weer morgen.,Verb / Noun,hope / piles,Willen dat iets gebeurt of meervoud van hoop,3
1107,officier,N/A,De officier gaf een direct bevel.,Noun,officer,Militair met een hoge rang,3
1108,schreef,N/A,Ik schreef een lange brief aan haar.,Verb,wrote,Zette tekst op papier in het verleden,3
1109,krachten,N/A,Hij bundelde al zijn laatste krachten.,Noun,forces / powers,Energie of macht,3
1110,papieren,N/A,Ik moet deze belangrijke papieren tekenen.,Noun,papers / documents,Documenten,3
1111,bijzonder,N/A,Dit is een heel erg bijzonder cadeau.,Adjective / Adverb,special / particular,Niet gewoon,3
1112,betekenen,N/A,Wat zou dat vreemde woord betekenen?,Verb,mean,Als betekenis hebben,3
1113,opnemen,N/A,Kan je de telefoon even voor mij opnemen?,Verb,pick up / record,Beantwoorden of vastleggen,3
1114,strand,N/A,We wandelen graag over het zandige strand.,Noun,beach,Zandstrook langs de zee,3
1115,rapport,N/A,Hij had een goed rapport op school.,Noun,report,Verslag of cijferlijst,3
1116,binnenkort,N/A,Ik kom binnenkort wel weer eens langs.,Adverb,soon,Over een korte tijd,4
1117,twijfel,N/A,Ik twijfel of dat wel waar is.,Noun / Verb,doubt,Onzekerheid,3
1118,inspecteur,N/A,De inspecteur onderzocht de zaak grondig.,Noun,inspector,Onderzoeker bij de politie,4
1119,gekke,N/A,Stop met die gekke bekken trekken.,Adjective,crazy / silly,Niet normale,3
1120,veld,N/A,De paarden rennen buiten in het veld.,Noun,field,Open stuk grond,2
1121,rechercheur,N/A,De rechercheur loste de lastige moord op.,Noun,detective,Politieonderzoeker,4
1122,lunch,N/A,We aten broodjes tijdens de lunch.,Noun,lunch,Maaltijd midden op de dag,3
1123,opstaan,N/A,Ik moet morgen heel erg vroeg opstaan.,Verb,get up / stand up,Uit bed komen of rechtop gaan staan,3
1124,ondertitel,N/A,Ik heb de ondertitel nodig bij die film.,Noun,subtitle,Vertaling onder in het scherm,4
1125,lui,N/A,Hij was te lui om van de bank te komen.,Adjective / Noun,lazy / people,Niet actief of mensen,2
1126,gezocht,N/A,De politie heeft overal naar hem gezocht.,Verb,searched / wanted,Geprobeerd te vinden,3
1127,ophalen,N/A,Ik ga mijn kinderen ophalen van school.,Verb,pick up / retrieve,Naar je toe halen,3
1128,verslaan,N/A,Wij zullen de tegenstander makkelijk verslaan.,Verb,defeat,Overwinnen in een strijd,3
1129,ergste,N/A,Dat is het ergste wat er kan gebeuren.,Adjective,worst,Het meest slechte,3
1130,drankje,N/A,Wil je misschien een koud drankje?,Noun,drink,Iets om te drinken (verkleinwoord),3
1131,publiek,N/A,Het publiek klapte luid na de mooie show.,Noun / Adjective,audience / public,Toeschouwers,3
1132,nerveus,N/A,Ik was erg nerveus voor de grote test.,Adjective,nervous,Zenuwachtig,3
1133,gedrag,N/A,Ik accepteer dat slechte gedrag niet.,Noun,behavior,Hoe iemand doet,3
1134,troep,N/A,Wat een ontzettende troep is het hier.,Noun,mess / troops,Rommel of groep soldaten,3
1135,lab,N/A,De wetenschappers werken in het nieuwe lab.,Noun,lab,Laboratorium,2
1136,roken,N/A,Binnen roken is streng verboden.,Verb / Noun,smoke,Tabak inademen of damp afgeven,3
1137,keren,N/A,Je moet het vlees even keren in de pan.,Verb / Noun,turn / times,Omdraaien of meervoud van keer,3
1138,zocht,N/A,Ik zocht mijn sleutels door het hele huis.,Verb,looked for / searched,Verleden tijd van zoeken,3
1139,bad,N/A,Ik neem een heet bad na het sporten.,Noun,bath,Bak om je in te wassen,2
1140,vaders,N/A,De vaders stonden te wachten op het schoolplein.,Noun,fathers,Mannelijke ouders,3
1141,dik,N/A,Dat is een erg dik en zwaar boek.,Adjective,thick / fat,Met een grote omvang,2
1142,alarm,N/A,Het brand alarm ging opeens heel hard af.,Noun,alarm,Waarschuwingssignaal,3
1143,akkoord,N/A,We zijn eindelijk akkoord gegaan met de deal.,Adjective / Noun,agreed / agreement,Het ermee eens zijn,3
1144,schade,N/A,De harde storm heeft veel schade aangericht.,Noun,damage,Nadeel of kapotte dingen,3
1145,vaker,N/A,Je moet me echt wat vaker bellen.,Adverb,more often,Meer keren,3
1146,doelwit,N/A,Het doelwit was geraakt door de pijl.,Noun,target,Iets waarop men mikt,3
1147,bruiloft,N/A,Ik was uitgenodigd voor hun grote bruiloft.,Noun,wedding,Feest waarop mensen trouwen,3
1148,gegevens,N/A,Ik heb je persoonlijke gegevens nodig.,Noun,data / details,Informatie,3
1149,genoemd,N/A,Hij heeft haar naam niet één keer genoemd.,Verb,mentioned / named,Uitgesproken of een naam gegeven,3
1150,terugkomen,N/A,Ik wil hier zeker nog een keer terugkomen.,Verb,come back,Weer naar een plek gaan,4
1151,vernietigd,N/A,Het hele oude gebouw is gisteren vernietigd.,Verb,destroyed,Helemaal kapot gemaakt,4
1152,steken,N/A,Je mag absoluut niet oversteken bij rood licht.,Verb / Noun,stab / sting / put,Met een mes prikken of in iets plaatsen,3
1153,geweld,N/A,Hij gebruikte fysiek geweld tijdens de ruzie.,Noun,violence / force,Brute kracht,3
1154,vergeven,N/A,Ik kan hem zijn grote fout niet vergeven.,Verb,forgive,Niet meer kwalijk nemen,3
1155,Amerikanen,N/A,De Amerikanen vieren vandaag feest.,Noun,Americans,Mensen uit de Verenigde Staten,4
1156,mening,N/A,Wat is jouw eerlijke mening over dit boek?,Noun,opinion,Wat je ergens van vindt,3
1157,kies,N/A,Ik kies de linker in plaats van de rechter.,Verb / Noun,choose / molar,Gebiedende wijs van kiezen of grote tand,2
1158,type,N/A,Hij is niet echt mijn favoriete type man.,Noun,type / kind,Soort,2
1159,bedacht,N/A,Zij had een heel slim plan voor ons bedacht.,Verb,invented / thought of,Uitgedacht,3
1160,belangrijkste,N/A,Liefde is het belangrijkste in het leven.,Adjective,most important,Met de meeste waarde,4
1161,las,N/A,Ik las dat interessante artikel in de krant.,Verb / Noun,read / weld,Verleden tijd van lezen of een verbinding,2
1162,grens,N/A,We reden met de auto over de Duitse grens.,Noun,border / limit,Scheidingslijn,3
1163,paniek,N/A,Er brak plotseling grote paniek uit in de zaal.,Noun,panic,Plotselinge angst,3
1164,universiteit,N/A,Zij studeert rechten aan de oude universiteit.,Noun,university,School voor wetenschappelijk onderwijs,4
1165,verboden,N/A,Het is hier streng verboden te parkeren.,Adjective / Verb,forbidden / prohibited,Niet toegestaan,3
1166,west,N/A,De koude wind komt vandaag uit het westen.,Noun,west,Windrichting waar de zon ondergaat,2
1167,rotzooi,N/A,Ruim je eigen rotzooi toch eens op!,Noun,mess / junk,Rommel,3
1168,moed,N/A,Het vergt veel moed om dat te durven zeggen.,Noun,courage,Dapperheid,2
1169,dichterbij,N/A,Kom eens even wat dichterbij me staan.,Adverb,closer,Op kleinere afstand,4
1170,blanke,N/A,De blanke man droeg een donkere bril.,Adjective / Noun,white (skin),Met een lichte huidskleur,3
1171,verbergen,N/A,Je kunt de waarheid niet eeuwig verbergen.,Verb,hide / conceal,Aan het zicht onttrekken,3
1172,gaaf,N/A,Wat een ontzettend gaaf nieuw skateboard.,Adjective,cool / intact,Heel erg leuk of niet kapot,2
1173,voorkomen,N/A,We moeten proberen deze fout te voorkomen.,Verb,prevent / appear,Zorgen dat het niet gebeurt,3
1174,duivel,N/A,Hij is zo boos als de duivel zelf.,Noun,devil,Personificatie van het kwaad,3
1175,persoonlijke,N/A,Dat is een hele persoonlijke en intieme vraag.,Adjective,personal,Van een bepaald persoon,4
1176,bepaalde,N/A,Zij zochten naar een bepaalde soort vogel.,Adjective / Verb,certain / specific,Specifieke of vastgestelde,3
1177,Rome,N/A,We bezoeken volgend jaar het prachtige Rome.,Noun,Rome,Hoofdstad van Italië,2
1178,rusten,N/A,Je moet even goed rusten na die zware tocht.,Verb,rest,Bijkomen van vermoeidheid,3
1179,juffrouw,N/A,De juffrouw hielp de kinderen met schrijven.,Noun,miss / female teacher,Lerares of ongehuwde vrouw,3
1180,fles,N/A,Er zit vers water in die groene fles.,Noun,bottle,Glazen of plastic bakje voor vloeistof,2
1181,post,N/A,Ik wacht nog op belangrijke post uit Amerika.,Noun,mail / post,Brieven of een standplaats,1
1182,wijn,N/A,We drinken graag een glaasje rode wijn.,Noun,wine,Alcohol uit druiven,1
1183,krant,N/A,Stond dat echt in de krant van vanmorgen?,Noun,newspaper,Nieuwsblad,2
1184,manager,N/A,De manager leidt het nieuwe team erg goed.,Noun,manager,Leidinggevende,3
1185,vrolijk,N/A,Ze was heel erg vrolijk en blij vandaag.,Adjective,cheerful / happy,Opgewekt,3
1186,Dean,N/A,Zijn naam is toevallig ook gewoon Dean.,Noun,Dean,Engelse voornaam,2
1187,zicht,N/A,Het schip was nog maar net in zicht.,Noun,sight / view,Wat je kunt zien,3
1188,slaapkamer,N/A,Zijn grote bed staat in de slaapkamer.,Noun,bedroom,Kamer om in te slapen,4
1189,verbrand,N/A,Het eten in de pan is helemaal verbrand.,Verb / Adjective,burned,Door vuur beschadigd,3
1190,rekenen,N/A,Je kunt altijd op mijn hulp rekenen.,Verb,count on / calculate,Vertrouwen op of sommen maken,3
1191,kust,N/A,We wonen in een leuk huisje aan de kust.,Noun,coast,Grens van land en zee,2
1192,race,N/A,De spannende race begon precies op tijd.,Noun,race,Wedstrijd om snelheid,2
1193,leraar,N/A,De strenge leraar gaf ons veel huiswerk.,Noun,teacher,Iemand die les geeft,3
1194,zonde,N/A,Wat ontzettend zonde van al dat geld.,Adjective / Noun,a pity / sin,Jammer of een overtreding,3
1195,stof,N/A,Er lag overal een dikke laag met stof.,Noun,dust / fabric,Fijne deeltjes vuil of textiel,2
1196,verdedigen,N/A,We moeten ons land verdedigen tegen vijanden.,Verb,defend,Beschermen tegen een aanval,4
1197,eieren,N/A,Ik bak twee lekkere eieren voor het ontbijt.,Noun,eggs,Dierlijk product om te eten,3
1198,pot,N/A,Er zit veel suiker in die glazen pot.,Noun,pot / jar,Bakje om iets in te bewaren,2
1199,kanker,N/A,Hij is helaas ernstig ziek door de kanker.,Noun,cancer,Een ernstige ziekte,3
1200,wellicht,N/A,Wellicht kom ik morgen nog even snel langs.,Adverb,perhaps / maybe,Misschien,3
1201,gedronken,N/A,Ik heb gisteren veel te veel water gedronken.,Verb,drunk (consumed),Verleden deelwoord van drinken,3
1202,daarheen,N/A,Ik ga daarheen om hem persoonlijk te helpen.,Adverb,there / to there,Naar die plaats,3
1203,herken,N/A,Ik herken je helemaal niet meer in die kleding.,Verb,recognize,Weet weer wie of wat het is,3
1204,gas,N/A,We koken thuis nog steeds op ouderwets gas.,Noun,gas,Brandstof,2
1205,knieën,N/A,Hij viel plotseling keihard op zijn knieën.,Noun,knees,Gewrichten in de benen,#N/A
1206,ontdekken,N/A,We gaan dit onbekende land helemaal ontdekken.,Verb,discover,Vinden wat onbekend was,3
1207,bedoeld,N/A,Dat grapje was eigenlijk helemaal niet zo bedoeld.,Verb / Adjective,meant / intended,Met een bepaalde bedoeling,3
1208,verbonden,N/A,Mijn computer is verbonden met het internet.,Verb / Adjective,connected,Vastgemaakt aan,3
1209,smaak,N/A,Deze hete soep heeft een hele vreemde smaak.,Noun,taste / flavor,Wat je proeft in je mond,3
1210,job,N/A,Dat is echt een hele goede en betaalde job.,Noun,job,Een baan,2
1211,reactie,N/A,Ik wacht nog steeds op zijn trage reactie.,Noun,reaction / response,Wat iemand terugzegt of doet,3
1212,bescherming,N/A,De helm biedt goede bescherming voor je hoofd.,Noun,protection,Wat zorgt dat je veilig bent,4
1213,bevelen,N/A,De generaal schreeuwde zijn bevelen naar de soldaten.,Noun / Verb,orders / command,Commando's of opdragen,3
1214,vervangen,N/A,We moeten dat kapotte wiel snel vervangen.,Verb,replace,In de plaats komen van,3
1215,huh,N/A,Huh wat zei je daar precies tegen mij?,Interjection,huh,Uitroep van verbazing of onbegrip,2
1216,gasten,N/A,We hebben vanavond veel belangrijke gasten.,Noun,guests,Bezoekers,2
1217,radio,N/A,Ik luister elke ochtend naar nieuws op de radio.,Noun,radio,Geluidsontvanger,2
1218,energie,N/A,Windmolens leveren hele schone en groene energie.,Noun,energy,Stroom of kracht,2
1219,kennis,N/A,Zijn algemene kennis over de wereld is enorm.,Noun,knowledge / acquaintance,Wat je weet of iemand die je kent,2
1220,verlies,N/A,We lijden helaas een heel zwaar financieel verlies.,Noun / Verb,loss / lose,Nadeel of gebiedende wijs van verliezen,2
1221,verschillende,N/A,Er zijn verschillende smaken ijs te koop hier.,Adjective,different / various,Niet dezelfde,3
1222,tas,N/A,Ik heb een nieuwe leren tas gekocht vandaag.,Noun,bag,Voorwerp om dingen in mee te nemen,1
1223,veiligheid,N/A,Onze veiligheid staat hier altijd helemaal voorop.,Noun,safety / security,Het veilig zijn,3
1224,draagt,N/A,Zij draagt vandaag een hele mooie rode jas.,Verb,wears / carries,Heeft kleding aan of tilt,2
1225,enig,N/A,Dat is echt het enig goede antwoord op de vraag.,Adjective / Adverb,only / lovely,De enige of leuk,1
1226,voet,N/A,Ik ben gisteren hard op mijn rechter voet gaan staan.,Noun,foot,Lichaamsdeel onderaan het been,1
1227,weekend,N/A,Ik ga dit weekend lekker rustig aan doen.,Noun,weekend,Zaterdag en zondag,2
1950,wc,N/A,Mag ik alstublieft even snel gebruikmaken van de wc?,Noun,toilet,Het toilet,2
1951,herinneringen,N/A,Ik heb erg mooie herinneringen aan die tijd.,Noun,memories,Dingen die je niet vergeten bent,4
1952,badkamer,N/A,Ik poets mijn tanden boven in de badkamer.,Noun,bathroom,Kamer om je te wassen,3
1953,vuren,N/A,De vijand begon plotseling luid te vuren.,Verb / Noun,fire / fires,Schieten of meervoud van vuur,3
1954,cadeau,N/A,Ik geef haar een heel duur cadeau voor haar verjaardag.,Noun,present / gift,Een geschenk,3
1955,fuck,N/A,Wat de fuck is hier eigenlijk allemaal aan de hand?,Interjection / Noun,fuck,Engelse vloek,2
1956,dertig,N/A,Hij is pas dertig jaar oud geworden gisteren.,Numeral,thirty,Drie keer tien,3
1957,verantwoordelijk,N/A,Wie is er precies verantwoordelijk voor die chaos?,Adjective,responsible,Aansprakelijk,3
1958,flink,N/A,We moeten even heel flink doorwerken vandaag.,Adjective / Adverb,considerable / bravely,Aanzienlijk of dapper,3
1959,biertje,N/A,Ik drink graag een ijskoud biertje in de zon.,Noun,beer (diminutive),Glas bier,3
1960,officieel,N/A,Het nieuws is nu eindelijk helemaal officieel.,Adjective,official,Volgens de vaste regels,3
1961,tegenwoordig,N/A,Alles is tegenwoordig ook echt zo ontzettend duur.,Adverb,nowadays,In de huidige tijd,4
1962,belang,N/A,Dat is echt van zeer groot en nationaal belang.,Noun,interest / importance,Waarom iets nuttig is,3
1963,ronde,N/A,De bokser won de zware strijd in de eerste ronde.,Noun / Adjective,round,Een speelronde of cirkelvormig,3
1964,redenen,N/A,Er zijn meerdere redenen om dat zo te doen.,Noun,reasons,Oorzaken waarom men iets doet,3
1965,opgeven,N/A,Ik ga echt niet zo snel de moed opgeven.,Verb,give up,Stoppen met proberen,3
1966,Frankrijk,N/A,Wij vieren onze vakantie heel graag in Frankrijk.,Noun,France,Land in West-Europa,3
1967,schreeuwen,N/A,Je hoeft toch niet zo heel erg hard te schreeuwen.,Verb,shout / scream,Luid praten,4
1968,eenvoudig,N/A,De lastige wiskunde som is eigenlijk heel eenvoudig.,Adjective / Adverb,simple / simply,Niet moeilijk,3
1969,gekeken,N/A,Ik heb gisteren aandachtig naar die mooie film gekeken.,Verb,watched / looked,Met je ogen waargenomen,3
1970,geniet,N/A,Geniet er maar goed van zolang het nog kan.,Verb,enjoy,Beleef er plezier aan,2
1971,aanraken,N/A,Je mag de kwetsbare kunst in het museum niet aanraken.,Verb,touch,Met je handen voelen,3
1972,ontslag,N/A,Hij heeft vandaag per direct zijn ontslag ingediend.,Noun,resignation / dismissal,Beëindiging van een baan,3
1973,verslagen,N/A,Het vijandelijke leger is eindelijk compleet verslagen.,Verb / Noun,defeated / reports,Overwonnen of geschreven stukken,3
1974,opgesloten,N/A,De leeuwen zaten veilig opgesloten in een grote kooi.,Verb / Adjective,locked up,Binnen gehouden achter een slot,4
1975,groen,N/A,Het gras is hier aan deze kant altijd veel minder groen.,Adjective / Noun,green,Kleur van gras,3
1,toe,N/A,Kom snel naar mij toe.,Preposition / Adverb,to / towards,In de richting van,1
2,werd,N/A,Hij werd gisteren heel erg boos.,Verb,became / was,Verleden tijd van worden,1
3,goede,N/A,Dat is echt een hele goede vraag.,Adjective,good,Van hoge kwaliteit of gunstig,1
4,auto,N/A,Ik rijd elke dag in mijn snelle auto.,Noun,car,Motorvoertuig met vier wielen,1
5,kwam,N/A,Zij kwam gisteren een beetje later aan.,Verb,came,Verleden tijd van komen,1
6,verdomme,N/A,Verdomme dat is echt heel erg jammer!,Interjection,damn it,Een vloekwoord,1
7,beetje,N/A,Ik ben een klein beetje moe vandaag.,Noun / Adverb,little bit / slightly,Een kleine hoeveelheid,1
8,moest,N/A,Ik moest gisteren heel vroeg opstaan.,Verb,had to,Verleden tijd van moeten,1
9,kinderen,N/A,De kinderen spelen leuk in de tuin.,Noun,children,Jonge mensen,1
10,wanneer,N/A,Wanneer ga je precies naar huis toe?,Adverb / Conjunction,when,Op welke tijd,1
11,gebeurd,N/A,Wat is er hier eigenlijk allemaal gebeurd?,Verb,happened,Plaatsgevonden,1
12,bang,N/A,Ik ben erg bang voor grote spinnen.,Adjective,afraid / scared,Angstig,1
13,vraag,N/A,Mag ik je een hele persoonlijke vraag stellen?,Noun / Verb,question / ask,Iets wat je vraagt,1
14,lijkt,N/A,Het lijkt alsof het straks gaat regenen.,Verb,seems / looks like,Geeft de indruk,1
15,geweldig,N/A,Dat is echt een geweldig goed idee!,Adjective,awesome / great,Heel erg fantastisch,1
16,paar,N/A,Ik heb een paar oude schoenen gekocht.,Noun / Adjective,pair / a few,Twee bij elkaar of enkele,1
17,hoor,N/A,Dat heb je heel erg goed gedaan hoor.,Verb / Interjection,hear / sure (emphasis),Gebiedende wijs van horen of stopwoord,1
18,laatste,N/A,Dit is de laatste keer dat ik je help.,Adjective,last / final,Aan het einde,1
19,deed,N/A,Hij deed heel erg goed zijn best op school.,Verb,did,Verleden tijd van doen,1
20,nieuwe,N/A,Ik heb een hele mooie nieuwe fiets.,Adjective,new,Niet oud of onlangs gemaakt,1
21,vragen,N/A,Ik wil je graag om advies vragen.,Verb / Noun,ask / questions,Iets proberen te weten te komen of meervoud van vraag,1
22,kun,N/A,Kun jij me misschien even snel helpen?,Verb,can,Vorm van kunnen (met jij),1
23,zag,N/A,Ik zag gisteren een mooie vogel vliegen.,Verb,saw,Verleden tijd van zien,1
24,zorgen,N/A,We moeten goed voor onze huisdieren zorgen.,Verb / Noun,care / worries,Verzorgen of problemen,1
25,staan,N/A,Er staan veel mensen in de lange rij.,Verb,stand,Rechtop op je voeten rusten,1
26,wereld,N/A,We reizen graag over de hele wereld.,Noun,world,De aarde en alles erop,1
27,eten,N/A,We gaan vanavond heerlijk pizza eten.,Verb / Noun,eat / food,Voedsel tot je nemen of maaltijd,1
28,jongens,N/A,De jongens spelen samen met de bal.,Noun,boys,Mannelijke kinderen,1
29,enige,N/A,Jij bent de enige die ik kan vertrouwen.,Adjective / Pronoun,only / single,Waarvan er maar Ã©Ã©n is,1
30,zelf,N/A,Ik kan dat echt wel helemaal zelf doen.,Pronoun,self / myself,Persoonlijk,1
31,want,N/A,Ik blijf thuis want het regent erg hard.,Conjunction,because / for,Omdat,1
32,nemen,N/A,We nemen de trein naar het centrum.,Verb,take,Pakken of gebruiken,1
33,heen,N/A,Waar ga je nu eigenlijk precies heen?,Adverb,to / away,Naar een plaats toe,1
34,zo'n,N/A,Ik heb nog nooit zo'n grote hond gezien.,Pronoun,such a,Zo een,1
35,beste,N/A,Hij is de allerbeste speler van het team.,Adjective,best,Overteffende trap van goed,1
36,ken,N/A,Ik ken hem al sinds de basisschool.,Verb,know,Weet wie het is,1
37,vandaag,N/A,Het is vandaag prachtig en zonnig weer.,Adverb,today,Op deze dag,1
38,zelfs,N/A,Hij heeft zelfs zijn auto verkocht.,Adverb,even,Bovendien of onverwacht,1
39,ie,N/A,Heeft ie dat echt helemaal zelf gedaan?,Pronoun,he (colloquial),Spreektaal voor hij,1
40,gezegd,N/A,Ik heb dat gisteren al tegen je gezegd.,Verb,said,Gesproken woorden,1
41,hadden,N/A,Wij hadden vroeger een hele grote tuin.,Verb,had,Verleden tijd van hebben,1
42,vertel,N/A,Vertel me eens wat meer over je werk.,Verb,tell,Zeg of deel mee,1
43,eerst,N/A,Ik moet eerst even mijn huiswerk afmaken.,Adverb,first,Voordat er iets anders gebeurt,1
44,gevonden,N/A,Ik heb mijn verloren sleutels gevonden.,Verb,found,Ontdekt wat kwijt was,1
45,buiten,N/A,De kinderen spelen graag buiten in de zon.,Adverb / Preposition,outside,Niet binnen,1
46,samen,N/A,We gaan vanavond samen uit eten in de stad.,Adverb,together,Met elkaar,1
47,denken,N/A,Ik moet er eerst nog even over nadenken.,Verb,think,Je verstand gebruiken,1
48,geloof,N/A,Ik geloof niet in sprookjes en magie.,Verb / Noun,believe / faith,Aannemen dat iets waar is of religie,1
49,morgen,N/A,We gaan morgen gezellig naar het bos.,Adverb / Noun,tomorrow / morning,De dag na vandaag of de ochtend,1
50,meisje,N/A,Dat kleine meisje heeft een hele mooie jurk.,Noun,girl,Vrouwelijk kind,1
51,thuis,N/A,Ik blijf vanavond lekker rustig thuis.,Adverb,at home,In je eigen huis,1
52,denkt,N/A,Hij denkt dat hij het antwoord weet.,Verb,thinks,Gebruikt zijn verstand,1
53,rustig,N/A,Blijf rustig en raak vooral niet in paniek.,Adjective / Adverb,calm / quietly,Zonder veel lawaai of stress,1
54,mannen,N/A,De mannen werkten heel erg hard op de bouw.,Noun,men,Volwassen mannelijke personen,1
55,halen,N/A,Ik ga snel wat verse boodschappen halen.,Verb,fetch / get,Ergens naartoe gaan om iets op te pakken,1
56,probleem,N/A,Dat is een heel erg lastig probleem om op te lossen.,Noun,problem,Een moeilijke situatie,1
57,hen,N/A,Ik heb het boek gisteren aan hen gegeven.,Pronoun,them,Persoonlijk voornaamwoord meervoud,1
58,stop,N/A,Stop direct met wat je nu aan het doen bent!,Verb / Noun,stop,Gebiedende wijs van stoppen,1
59,eigen,N/A,Ze heeft een hele mooie eigen kamer gekregen.,Adjective,own,Van jezelf,1
60,kleine,N/A,De kleine hond blaft de hele dag door.,Adjective,small / little,Niet groot,1
61,hoop,N/A,Ik hoop dat het morgen heel mooi weer is.,Verb / Noun,hope / pile,Verlangen naar of een stapel,1
62,wou,N/A,Ik wou dat ik je wat meer kon helpen.,Verb,wanted / wished,Verleden tijd van willen (spreektaal),1
63,vermoord,N/A,De slager werd gisteravond helaas vermoord.,Verb,murdered,Opzettelijk gedood,1
64,elke,N/A,Ik drink elke ochtend een warme kop koffie.,Pronoun,every / each,Iedere,1
65,krijg,N/A,Ik krijg morgen mijn verdiende salaris.,Verb,get / receive,Ontvangen,1
66,horen,N/A,Ik kan je door de luide muziek niet goed horen.,Verb,hear,Geluid waarnemen,1
67,gelijk,N/A,Je hebt helemaal gelijk over die moeilijke zaak.,Noun / Adjective / Adverb,right / equal / immediately,Het bij het rechte eind hebben of meteen,1
68,bijna,N/A,Ik ben bijna klaar met mijn moeilijke huiswerk.,Adverb,almost,Nog net niet helemaal,1
69,zouden,N/A,Wij zouden gisteren eigenlijk naar de bioscoop gaan.,Verb,would / should,Verleden tijd van zullen,1
70,open,N/A,De winkels zijn vandaag allemaal gewoon open.,Adjective / Adverb,open,Niet dicht,1
71,orde,N/A,De leraar herstelde snel de rust en orde.,Noun,order,Goede staat of toestand,1
72,begrijp,N/A,Ik begrijp helemaal niets van die lastige som.,Verb,understand,Snap hoe het zit,1
73,hoofd,N/A,Ik heb erg veel last van pijn in mijn hoofd.,Noun,head,Bovenste deel van het lichaam,1
74,gebeurt,N/A,Wat gebeurt er als ik op deze rode knop druk?,Verb,happens,Vindt plaats,1
75,kant,N/A,Je moet nu echt de andere kant op lopen.,Noun,side,Zijde of richting,1
76,vrienden,N/A,Mijn vrienden komen vanavond gezellig langs.,Noun,friends,Mensen waarmee je bevriend bent,1
77,houdt,N/A,Hij houdt heel erg veel van zijn lieve moeder.,Verb,holds / loves,Heeft vast of voelt liefde voor,1
78,eigenlijk,N/A,Dat is eigenlijk helemaal niet de bedoeling.,Adverb,actually,In werkelijkheid,1
79,alsof,N/A,Het lijkt alsof hij de hele wereld aankan.,Conjunction,as if,Net alsof,1
80,pak,N/A,Ik pak mijn spullen en dan ga ik naar huis.,Verb / Noun,grab / suit,Gebiedende wijs van pakken of kledingstuk,1
81,geeft,N/A,Hij geeft de arme man wat van zijn eigen geld.,Verb,gives,Overhandigt iets aan een ander,1
82,politie,N/A,De politie heeft de dief gisteren opgepakt.,Noun,police,Overheidsdienst voor veiligheid,1
83,precies,N/A,Dat is echt precies wat ik ook wilde zeggen.,Adverb / Adjective,exactly,Helemaal juist of nauwkeurig,1
